name,place_id,types,vicinity,business_status,photos,rating,user_ratings_total,permanently_closed,price_level,google_maps_url
Juice Press,ChIJ4Wa2fHxZwokRwdHg9d1SjuQ,"['cafe', 'grocery_or_supermarket', 'store', 'health', 'restaurant', 'food', 'point_of_interest', 'establishment']","196 Orchard Street, New York",OPERATIONAL,"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107696407316797649330"">Juice Press</a>'], 'photo_reference': 'Aaw_FcKRxIrsVNxUqnMgqXQRwZiOT91Jktfxcj_djKY5MINbniPwo_NCr9qoiaPdrMJyO_bQcJchBxkrqOCh9Q-6p7QicqeGi9hZ7g3KS26v-vG4SO9A4ciu9aqtGXAcJ7H5Q4-3XUVEUoT0EkBhPWf9skl6654i2V-ljChMbggGxm2C6ARI', 'width': 1536}]",5.0,1.0,,2.0,https://www.google.com/maps/place/?q=place_id:ChIJ4Wa2fHxZwokRwdHg9d1SjuQ
CVS Photo,ChIJ76nuex9ZwokRfbP6iwkmNyw,"['electronics_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']","196 Orchard Street, New York",OPERATIONAL,,4.5,2.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ76nuex9ZwokRfbP6iwkmNyw
CVS,ChIJLRm1F2xZwokRWVdEh_KgiyU,"['drugstore', 'convenience_store', 'liquor_store', 'clothing_store', 'health', 'point_of_interest', 'store', 'food', 'establishment']","196 Orchard Street, New York",OPERATIONAL,"[{'height': 2719, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111444671146808251214"">Eric Finkelstein</a>'], 'photo_reference': 'Aaw_FcJBRniMxrIFUSrHrAFg6-jJZJdMJYYdR1mAsIfMmp2n2FlxJ6gg-Kk0HWebh7MmXB_kvBkwSc-9QGuxxSAUyA5g41lGYWVd0afpasjkGxSUbayqf2-9Jyw48FdoYX9Hsqqq2GHGSEGWDNB81w_WprlJcRuaeTqkwC__zDwTpJULScfo', 'width': 3540}]",3.3,41.0,,,https://www.google.com/maps/place/?q=place_id:ChIJLRm1F2xZwokRWVdEh_KgiyU
CVS Pharmacy,ChIJN_e4lH9ZwokReenqcQ2wjzc,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","196 Orchard Street, New York",OPERATIONAL,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117808460219123378764"">Ruwan J.</a>'], 'photo_reference': 'Aaw_FcJriO_8jeFJb0JIJXRR599MFEsOPcS3VMouMjIE_bvDHKgcAz0F9YmcubG7p_RfXiWoQH1MA1cG-i3a-WMsye1fk54K5E76HYNF2SGtijqdIJXqxhSAVTGCNyyK-H16eN4YRXBf-atTIY8xdHwOn0d3hAoIbl3NQJC_hzzSxj3cKOfs', 'width': 3024}]",4.2,12.0,,,https://www.google.com/maps/place/?q=place_id:ChIJN_e4lH9ZwokReenqcQ2wjzc
BBF/ Kappo Sono,ChIJz03QBPNZwokRmBZxIq0pxJE,"['restaurant', 'point_of_interest', 'food', 'establishment']","177 Ludlow Street, New York",OPERATIONAL,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100921430196487087109"">Shay Williams</a>'], 'photo_reference': 'Aaw_FcLEarJI4GwDAOTK3pVCPYbKNstqj75_WQRRaUJsBofzoN6RBS_BRw8oDI5QM7G_fA1tnbip3vWxVMpNDsAhbhOfrGejsdTJdJmeDsg5_jxFYWYlopMqB-0aOzNb3pZqkkasq4lR8XjSdcUGneX_TQwojfYdDmsIvlmXSYBgb9IeJIbh', 'width': 4032}]",4.5,58.0,,,https://www.google.com/maps/place/?q=place_id:ChIJz03QBPNZwokRmBZxIq0pxJE
Marshalls,ChIJm8ucZjtZwokRpX2vjtFQMEk,"['department_store', 'clothing_store', 'point_of_interest', 'store', 'establishment']","197 East Houston Street, New York",OPERATIONAL,"[{'height': 1066, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107737925485237472145"">John “Dude” Clear</a>'], 'photo_reference': 'Aaw_FcJV-XHadNsdN3i1FP-WVzB21vCW64ZszoAjiB4Z_ZJZ7cBb1eB6hi3qvVK2rX3KvEcNjMmx_3WJvFZ72fF-DxjCyafslxjzyMc1Xjac_duCDnaM31HqxyB9ywx8ZHhQyIr2Rrh-XZ8yEBP13Gza9lH1_xAPqP4WN4KPIrwuA2hptAY', 'width': 1980}]",4.1,637.0,,,https://www.google.com/maps/place/?q=place_id:ChIJm8ucZjtZwokRpX2vjtFQMEk
Smoke Land,ChIJW9DtLWFZwokR_-s97RhlXWg,"['point_of_interest', 'store', 'establishment']","192 Orchard Street, New York",OPERATIONAL,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106201254953756068860"">abigail maldonado</a>'], 'photo_reference': 'Aaw_FcK8-Q98R8YvaoTgJGA2ojrmvcH3ZL9yor8FCp7ilWKLCIAQsPwQf-IObx31lNH1TGbZS6R4KcW4phec63CiPfzOENwZRzkixtCTlOUNiLYjls-6E_3abwVEvEB5MP-XUlcmhulZwRqtXnbs5x4QVi_yE4wJ5GGouc5hasVRyBjRZeCJ', 'width': 3024}]",,,,,https://www.google.com/maps/place/?q=place_id:ChIJW9DtLWFZwokR_-s97RhlXWg
Le Noble studios,ChIJnbnjxQVZwokREE1DUPfrxgE,"['hair_care', 'point_of_interest', 'establishment']","192 Orchard Street, New York",OPERATIONAL,"[{'height': 1604, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103575674403181137159"">Alena Kostromina</a>'], 'photo_reference': 'Aaw_FcKUepy41aCm1HFgosuA9URZ3tAFCvikbvFJ2EQGFKgUT8u154p6lZiQrYixSgibRXjC-R0WqnEKuHgRBUjbaGmozEnsUIbUK4937XIpd2rgzPLTyWFhv1V_xjKEV46mM5ElDLpjKzFaojKpaMkbIuBLlfnqZR23SYk8X6a6z4r7v5K4', 'width': 1170}]",5.0,22.0,,,https://www.google.com/maps/place/?q=place_id:ChIJnbnjxQVZwokREE1DUPfrxgE
Green Leaf,ChIJLesS7oNZwokRt7EUz31fssY,"['health', 'point_of_interest', 'establishment']","190 Orchard Street, New York",OPERATIONAL,,2.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJLesS7oNZwokRt7EUz31fssY
Sami & Susu,ChIJRbqLkqFZwokR3E6d0zDKAko,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']","190 Orchard Street, New York",OPERATIONAL,"[{'height': 4147, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113125371552779704416"">Sami &amp; Susu</a>'], 'photo_reference': 'Aaw_FcJMVn88iMfkCwwSdzOaHuiMmaPuFHarIBxcZb7yUlYmzPH0KIcjPoGYR0znEp_QxNPRx0qpyBL1NoUHtTWs-qZ9HUrd968XgPi_N1nFtEBC-Zfdf6qUvx83wRlsEWnLS_n_v-fBFohhXAVKZvxset5muUVgkzjNC9rba96tSqggVsTi', 'width': 6220}]",4.7,131.0,,2.0,https://www.google.com/maps/place/?q=place_id:ChIJRbqLkqFZwokR3E6d0zDKAko
Equinox Orchard Street,ChIJa0Vh7INZwokRzsHq2nsE2kE,"['gym', 'health', 'point_of_interest', 'establishment']","200 Orchard Street, New York",OPERATIONAL,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106331044056299974477"">Equinox Orchard Street</a>'], 'photo_reference': 'Aaw_FcLoEgvI-01eLtYqP3B7tJRJ9pODew6YuU8qaEMObZf2X9j9HeIrtrAGKcGrn2Nanr1KYIRERbexdYzzWiM2IclgVY6PIvvkhUoqlpqccD5QbIAHz3M84Jjp0RgrV_9L2Z7ldEfl4nFgBy4Jkm72fznV6hCEWtoX2oukqK4SDfZLGPky', 'width': 1620}]",3.6,116.0,,,https://www.google.com/maps/place/?q=place_id:ChIJa0Vh7INZwokRzsHq2nsE2kE
HOLL - New York,ChIJ8QNeeClZwokRwwpOfmMie3Q,"['clothing_store', 'point_of_interest', 'store', 'establishment']","188 Orchard Street, New York",OPERATIONAL,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ8QNeeClZwokRwwpOfmMie3Q
First Team Vintage,ChIJ55gCfeVZwokRSdl6dFkHDNc,"['clothing_store', 'point_of_interest', 'store', 'establishment']","173 Ludlow Street, New York",OPERATIONAL,"[{'height': 3405, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117808460219123378764"">Ruwan J.</a>'], 'photo_reference': 'Aaw_FcJuV53hrqNpwWh0xO4URqVCmUtk4eAdpolOjCkop15GpLwwiWzJyi59HIUVEq8YfRxO8PZuC9sOapaUDYZOWfLpMEoinGT0kH2dK1-CjLeKtDmFVe6h83Ha8RTsKtb_ZmmuzP4upRd3GVyXQO2hCQ0tBkVsvwMaIauG9FovQdsVSEV3', 'width': 3024}]",5.0,25.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ55gCfeVZwokRSdl6dFkHDNc
The Skinny Bar and Lounge,ChIJGVZ3-4NZwokRJXyky6_od9c,"['bar', 'night_club', 'restaurant', 'food', 'point_of_interest', 'establishment']","174 Orchard Street, New York",OPERATIONAL,"[{'height': 4096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116255259094775650361"">The Skinny Bar and Lounge</a>'], 'photo_reference': 'Aaw_FcLdD6GmbOF_ujR-9i655Sw8DT3XOnVcsbDcPG0_Xy2KDYl5bce-hOg6k36gn92D0RhY-nGckyzhOuhZClIYwr0u6vFTaIyZvo9oC1e-xDdywycoDRBogN9EAsrsB5Ip2qBIvQnELATrbNSt6H_r9ih0QW5MA8_tdlFzZCBHovU34xxx', 'width': 2714}]",4.0,530.0,,2.0,https://www.google.com/maps/place/?q=place_id:ChIJGVZ3-4NZwokRJXyky6_od9c
Assembly New York,ChIJpx9D54NZwokRMyH2wAvb8P8,"['clothing_store', 'jewelry_store', 'shoe_store', 'store', 'point_of_interest', 'establishment']","170 Ludlow Street, New York",OPERATIONAL,"[{'height': 844, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114887305667779385287"">Assembly New York</a>'], 'photo_reference': 'Aaw_FcIxRXEwamH3Ybam9HihaQbK4XsvzbWrknabDGV7DVfIRXk1yO4PjXd5k8PUEnAILhPxHEuH0FGrwdoJ2HFbE8viDp4tCXtF8UN40jsA-9lJz2T7YlN76n-mmkei_NjAwaHzQ0pGUjE0H5B7ktAG0WcGPUGC4Q0vXHtq1NnUlUnK6xlu', 'width': 563}]",4.2,57.0,,,https://www.google.com/maps/place/?q=place_id:ChIJpx9D54NZwokRMyH2wAvb8P8
September Wines & Spirits,ChIJs-Ku44NZwokRGYX9qy52iR4,"['liquor_store', 'bar', 'store', 'food', 'point_of_interest', 'establishment']","100 Stanton Street, New York",OPERATIONAL,"[{'height': 1367, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105272327605733068897"">Topher Ziobro</a>'], 'photo_reference': 'Aaw_FcJLoHHl1Ni9nRqQ0T-FT9dP932fL7Wo2Ql5g7ej4scJSLJPJcbpTv5HxwEkAegYrPMxCGGWPm-RAzfdzubYkoOvU8RxMP_gnRHKbvMjpynJe8bnUI9yghLYRYYifGNIDZlBlzI8KUKbWEjtJKqtba0Y1XY1ok9ImPgeTwS5GLOmtzp9', 'width': 2048}]",4.5,55.0,,,https://www.google.com/maps/place/?q=place_id:ChIJs-Ku44NZwokRGYX9qy52iR4
Frankie Shop,ChIJORGs44NZwokRhDErUHPgmMk,"['clothing_store', 'store', 'point_of_interest', 'establishment']","100 Stanton Street, New York",OPERATIONAL,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112579555759795295630"">The Frankie Shop</a>'], 'photo_reference': 'Aaw_FcKj-d3T7MmpdMqXWyB3x40nWqIKP_ysj0LWng8n-eCmWq-TxO1evhyXi26zjiTpVRSu4tQ0Kt3rP72o3FcwFo66lEX4lzrDDdimFv3sPHgU9b-kHZvPV5gC3298UEGErzrhUtYKaTGPYJE0NrT1U6pEEdKc6pQ2uuvWBR6nJZ3OGMv4', 'width': 3024}]",3.3,82.0,,,https://www.google.com/maps/place/?q=place_id:ChIJORGs44NZwokRhDErUHPgmMk
Mr. Purple,ChIJsWUw5YNZwokR141Cz0g9XSw,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","180 Orchard Street 15th floor, New York",OPERATIONAL,"[{'height': 1474, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102989393182814431765"">Mr. Purple</a>'], 'photo_reference': 'Aaw_FcIrSlfOgkdqgGuIBr_EW8GHmpVr0gdkxXDZxTlLXvc1Pz4SpkjZM9JOiUPybcsp4tigP2zLwB6C15znXasoDtYwCaZYxSQ8j1HfMBY3h5SypG86_P2LWm8TX7o74K7OhFaRex46uQpIuinLA2csWfOf6M05wWEbYdwOovd4gB1RcUUQ', 'width': 2208}]",4.1,2235.0,,3.0,https://www.google.com/maps/place/?q=place_id:ChIJsWUw5YNZwokR141Cz0g9XSw
Ludlow Bar,ChIJZ6Jp4YNZwokRNr85TGmCcUg,"['bar', 'point_of_interest', 'establishment']","165 Ludlow Street, New York",OPERATIONAL,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116283159605962105382"">Felix Cabrera</a>'], 'photo_reference': 'Aaw_FcLvmnNk9-qXjDvUUqrHGCLun_mZt7e9oU_t54Afg1yR0hOA-m2SzgMsUt-2YKRHhWCCKxrLZBfntY5bWzmwT8H1p2WOJ3JELOCHiNB3Zk_ENo3i01jGKTyYMPdezyqKPV1whrPLn-AtRvpYcbK7tvHuc4pIgRCcTqUVAjAGZ6qe-d6v', 'width': 3024}]",3.8,4.0,,,https://www.google.com/maps/place/?q=place_id:ChIJZ6Jp4YNZwokRNr85TGmCcUg
Freshco Grocery & Deli,ChIJA7_-V4FZwokRaPb9ROqPsyc,"['grocery_or_supermarket', 'liquor_store', 'restaurant', 'store', 'food', 'point_of_interest', 'establishment']","97 Stanton Street, New York",OPERATIONAL,"[{'height': 1187, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113225753366134117972"">Freshco Grocery &amp; Deli</a>'], 'photo_reference': 'Aaw_FcL9wmCT_gdKOMcBFzuus8u_tS2budT_QMCNAs-FgYTh1VzC_wkrJOayu2EUpK_ijswTbzwVi5vkSwaBKaIgLt-_BsGTnrJYs0SoqaeOIqYCngEmDF0nHRuauR7uvMsPJ-5B9ZpdWVC-rDxG19_vW0yxURNmTSowzVQ5XtsChOwKXomu', 'width': 1426}]",3.5,58.0,,,https://www.google.com/maps/place/?q=place_id:ChIJA7_-V4FZwokRaPb9ROqPsyc
Thief LES,ChIJjeZED1RZwokRtQ2rkRfWO1M,"['bar', 'point_of_interest', 'establishment']","161 Ludlow Street, New York",OPERATIONAL,"[{'height': 1667, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114490125182484026850"">Thief LES</a>'], 'photo_reference': 'Aaw_FcLZBV4f9Q3neC_uavYRZK0_w_zjS7bO8AL0lld-ZRMfL-G0ci1lmmkCjQQSwCZFkzO3oQa-1fOtbigMN2V_H5e6yZCMI2Ia9Qp9XG9Z35M3vOH3GbpihgvGVor4XpksCaFRNkrky3ugFd9v8Se6oM49ckIxBxRyMPQLEGq9VEKWdOKt', 'width': 2500}]",4.6,12.0,,,https://www.google.com/maps/place/?q=place_id:ChIJjeZED1RZwokRtQ2rkRfWO1M
Stanton Smoke & Beer,ChIJtzyu44NZwokRlmwm91-b4Kw,"['store', 'point_of_interest', 'establishment']","100 Stanton Street, New York",OPERATIONAL,"[{'height': 4128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101466515876721917451"">Jose Almonte</a>'], 'photo_reference': 'Aaw_FcL4cK4v3EThcBXNnIruRCk8_xlLMSv22eNBHCTsGNrMjdKuP7KSe0zcaOxkHaHGzXRdqTrXsj1WsI4H4mMXMsVLye3uZbtbo8CUJJdoGOcma_mvl6et1V9xK9VCdknInjUJGSev6JtBS9yh9mqjFtZr8bAbyxIskuu0G9nz-n_4K78T', 'width': 3096}]",4.5,21.0,,,https://www.google.com/maps/place/?q=place_id:ChIJtzyu44NZwokRlmwm91-b4Kw
Teavva 茶花女,ChIJ5YdWq5tZwokRZQghbtirkg0,"['cafe', 'bakery', 'store', 'food', 'point_of_interest', 'establishment']","100 Stanton Street, New York",OPERATIONAL,"[{'height': 1349, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105500125685077999656"">Teavva 茶花女</a>'], 'photo_reference': 'Aaw_FcL1h8qsfCR7F7k_O-PdH0X-ia_KpaVbfLXSLBrn3ycd1vxckbcevF76Fk6AW9guGndl6e4eUcw_S74lHnmalotL0DI69lPw28aQPEUlD8tV0cOm6IXuyQI5tYsKpxiTsQ4GpI-6S2InuOL-j3KNSYDrXSTx2kRsJhahtU0l6NYKI53s', 'width': 1526}]",4.6,99.0,,1.0,https://www.google.com/maps/place/?q=place_id:ChIJ5YdWq5tZwokRZQghbtirkg0
Sisterich Shop,ChIJB0cBKshZwokRmLdUxoK38es,"['shoe_store', 'store', 'point_of_interest', 'establishment']","100 Stanton Street, New York",OPERATIONAL,"[{'height': 800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117201371673134879947"">Sen Phạm Ngọc</a>'], 'photo_reference': 'Aaw_FcKdbgKIInYtuduastHBmCN1RHQDgvrgtkLiLUlcCo8quWNlM_gKNTvcrVz8ZtcPkdpx1kt1T1G6MXkIYR9LOgKo2te6OIRqquYsdttGJOTy5ZXrni1i5avJcCfcR6nkHLGAvKQLXT2ip0oj7rSrxjr1OhbroHspBtY1r_oDAb1pQ3Kd', 'width': 800}]",,,,,https://www.google.com/maps/place/?q=place_id:ChIJB0cBKshZwokRmLdUxoK38es
LES Safe Inc,ChIJleyJ5TZZwokRdXtcweOAhPU,"['park', 'point_of_interest', 'establishment']","100 Stanton Street, New York",OPERATIONAL,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJleyJ5TZZwokRdXtcweOAhPU
Michelle Drug store,ChIJhyhRJEVZwokRjwhwAD9_mTg,"['drugstore', 'store', 'health', 'point_of_interest', 'establishment']","100 Stanton Street, New York",OPERATIONAL,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJhyhRJEVZwokRjwhwAD9_mTg
Peppa’s,ChIJ_-GxG8ZZwokREwIGt-UEmG8,"['restaurant', 'food', 'point_of_interest', 'establishment']","96 Stanton Street, New York",OPERATIONAL,"[{'height': 2252, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116960713539260791385"">Roman Kverel</a>'], 'photo_reference': 'Aaw_FcKM1YxFFbOSwQFYVkGbsvPNMRTdQq_9jLzy_Z-z91svC1Cq5eD0wYQfSQrTy_YBZzCu4QnedCSaeerZQsW9zlc_Ov55Zb7_7bl6RMBITGNnaBNb5IEK80q9I6zviFh8YImybZ4U1Kw8LUUoD3y6JrvJtgGh1r8PAItucQj-Fz1BJgp3', 'width': 4000}]",4.0,123.0,,2.0,https://www.google.com/maps/place/?q=place_id:ChIJ_-GxG8ZZwokREwIGt-UEmG8
Zipcar,ChIJzWXf5YNZwokR53y99ysypD4,"['car_rental', 'point_of_interest', 'establishment']","169 Ludlow Street, New York",OPERATIONAL,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJzWXf5YNZwokR53y99ysypD4
The Lobby Bar & Café,ChIJy_t4MBhZwokRKlDei2uMXHM,"['restaurant', 'food', 'point_of_interest', 'establishment']","171 Ludlow Street, New York",OPERATIONAL,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJy_t4MBhZwokRKlDei2uMXHM
Sam’s Juice Bar & Grill,ChIJSxcaa_xZwokRC1ODZd7dMdo,"['bar', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']","101 Stanton Street, New York",OPERATIONAL,"[{'height': 500, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101523293730959956425"">Dave Cook</a>'], 'photo_reference': 'Aaw_FcJhQDFk5bzd4ewU4Kq2jyEiMInPXvZMJpTtUVqroUwlckkE5pIS68BJuVEtRhWS8RsEohGTOpLQV3FhNmN-606mcXWvFCXGuJfoC-hwCPTVMpSPNs_RNZl8Jj_GZwp59Zreh2xi67idSFqCv0pqoE8NWI7IQDXDQWVaTPhcBCab-mSa', 'width': 750}]",2.8,9.0,,1.0,https://www.google.com/maps/place/?q=place_id:ChIJSxcaa_xZwokRC1ODZd7dMdo
Exotic Clouds Smoke Shop,ChIJVdlNM6lZwokRbPlDcH3pNME,"['store', 'point_of_interest', 'establishment']","101 Stanton Street, New York",OPERATIONAL,"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115223050919170983436"">Adam Mulchy (Madam I&#39;m Adam)</a>'], 'photo_reference': 'Aaw_FcJyfsGIbI8iwM7LCbCJyf4u_qfIc0Q3-H-ujV51Etx0vup--B_0BQrKBAxOPLDsE9Y5ZlLjbk3cavzRPA-ubX1C-O7vmi-EeVOz6CxboVQwGdwQTDdD_sNLt_3D_W9gkujP5_kov5aj8GNT0SoBlvFIzOPCrKNoawYNlKbwdkZexNF4', 'width': 4096}]",4.5,8.0,,,https://www.google.com/maps/place/?q=place_id:ChIJVdlNM6lZwokRbPlDcH3pNME
les.nycexoticsnax,ChIJQ6XU9IhZwokR3BSTHXDUAIE,"['meal_takeaway', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']","101 Stanton Street, New York",OPERATIONAL,"[{'height': 1702, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112054605681676587499"">les.nycexoticsnax</a>'], 'photo_reference': 'Aaw_FcJvMIOrjVziH_I34dJm__OsKR3ugulyLIO85fzLIN6ldgmueTHIm6sTuSvahjQMEVOTRJsKMuIBp--Hgtqem6DpmCzWIy9WGEAwbYL8rbic6xHxysngWCvn_h4WqLdbRlmeu8OeHhwmxWgCW9PwA3-asGZ3eLmA_qLhqYs52iiz8PED', 'width': 3024}]",4.3,6.0,,,https://www.google.com/maps/place/?q=place_id:ChIJQ6XU9IhZwokR3BSTHXDUAIE
Nycbeerkegs,ChIJ_5y69KpZwokRlTtmtg6sMMQ,"['liquor_store', 'store', 'point_of_interest', 'establishment']","97 Stanton Street, New York",OPERATIONAL,"[{'height': 2357, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113543455044927191156"">Nycbeerkegs</a>'], 'photo_reference': 'Aaw_FcL3kT67Jh071XgWBlsyPB2Wx54UBOJky3G1YvCS6IaDQfdctEkkScMWkCh_Mc5wh8fz0lm6YqRbfbHxxwFc7hOmsKHkdLo5BYpqXdpSeKuuzA4hAzVj4U7AlKAce7YIGMuzZKFH8YG6znDCP6WlnD18X0jzTYTVr8uGzhTB97FpmFbo', 'width': 3818}]",5.0,11.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ_5y69KpZwokRlTtmtg6sMMQ
KeyNest - Smart Key Exchange97 Stanton St,ChIJl9O0qGVZwokR44O-oPdqQj4,"['store', 'point_of_interest', 'establishment']","97 Stanton Street, New York",OPERATIONAL,"[{'height': 750, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113699196296255418104"">KeyNest - Smart Key Exchange97 Stanton St</a>'], 'photo_reference': 'Aaw_FcIZcxfx2KoOKZRfHKD51SdQigg6cCpYUUHAYRgm2BLZpxuDQSrd9rCV4YsuogyQ0IGi2NTMiRkv3O0sqnkMLud8ZIwzykAQgw8L5Sf6J9LeNlagTk4nRIYKDa1KnYwoH4npzi64gtVyzVYomTFc-N7r0i1_7UsijBWxApkqN1dh_RKq', 'width': 750}]",,,,,https://www.google.com/maps/place/?q=place_id:ChIJl9O0qGVZwokR44O-oPdqQj4
Puff N Brew,ChIJKaFMozRZwokReiVKFlisqKk,"['convenience_store', 'liquor_store', 'food', 'store', 'point_of_interest', 'establishment']","168 Ludlow Street, New York",OPERATIONAL,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111882213033217187059"">Puff N Brew</a>'], 'photo_reference': 'Aaw_FcKEX3bheMJTwvgvLW1kRpRIUVIRpGWQHiyRg9YU3zvc57joP_-r8apZ86INE8AI6CK_Arn32hlDS9eeWhRDBKefVoO2yzUFRXjKxe6tfZTtZfnbXMZOhBFQuD7psWvhlTdn5MRJ3uMtg8KVPelANvRNxCZ3uDqNCDdb54jaynYoJEQ', 'width': 3024}]",5.0,11.0,,,https://www.google.com/maps/place/?q=place_id:ChIJKaFMozRZwokReiVKFlisqKk
Tyga Bites,ChIJOddLPGJZwokRNbVln_Whs2w,"['restaurant', 'food', 'point_of_interest', 'establishment']","168 Ludlow Street, New York",OPERATIONAL,,1.0,3.0,,1.0,https://www.google.com/maps/place/?q=place_id:ChIJOddLPGJZwokRNbVln_Whs2w
Fourth Period,ChIJg-LdzwFZwokRpIqSEzpNkjg,"['clothing_store', 'store', 'point_of_interest', 'establishment']","168 Ludlow Street, New York",OPERATIONAL,"[{'height': 4240, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111981258084653729673"">Fourth Period</a>'], 'photo_reference': 'Aaw_FcLMbEbGQvfke9GbXUobX0j6SUiMne8JM29fMtKP3p8k7ZCP7BH-ZQTDCe4iOWLolVnV88fZHM31lVKU5_N6OPKmczGWgp56svP1eTtHsxMBht5SNbNRtKq7SMlKs1wUhkCENAx84QfhOefpChWLMQylwBsn8Wz_8OKuRR9Oc4kanftZ', 'width': 2832}]",5.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJg-LdzwFZwokRpIqSEzpNkjg
Kulay Studio,ChIJl9ByVpJZwokRP3dSjQFj_M4,"['hair_care', 'point_of_interest', 'establishment']","174 Ludlow Street, New York",OPERATIONAL,"[{'height': 3025, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112246028153121028713"">Kulay Studio</a>'], 'photo_reference': 'Aaw_FcLfUUzYzeFaZyYYXwkxagh1TvGbADt3RMuuJilFdYDNKP0jnAn_V1LaTyFPeAJyZAt837NHhYapHpImCy0MuSWvAnMHhq9KOMx68XEONmxwxsrJ5TL3ldkamkgK5jaOaRBpIZK_nds6erF_x3vPhd8v5OY403hXTAVDjrZ8keehJlAE', 'width': 3024}]",5.0,11.0,,,https://www.google.com/maps/place/?q=place_id:ChIJl9ByVpJZwokRP3dSjQFj_M4
Van Leeuwen Ice Cream,ChIJlxaK3YNZwokRT2rbrVuFtnU,"['food', 'store', 'point_of_interest', 'establishment']","172 Ludlow Street, New York",OPERATIONAL,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110310334831794278922"">Ed Erenberg</a>'], 'photo_reference': 'Aaw_FcL_GbqVdejk2Pz5ZQuYNvy3ejup2Sf9jUbFg2l6u43ltqhyNH6AkVhg1-8nLMtBVzw_3pK5GWNJcp9iK9pgYq0MJgB7EddLS4K0bgb94WRherVg9bHZ2Ce-Zwno2AG_UQK7Rfehugld0ILJLBvKbFubrepUftNMtZUBaV5NH5r0P8p-', 'width': 4032}]",4.5,269.0,,2.0,https://www.google.com/maps/place/?q=place_id:ChIJlxaK3YNZwokRT2rbrVuFtnU
The Stanton Social,ChIJKziSyK5ZwokRxpbxmioxldU,"['night_club', 'bar', 'point_of_interest', 'establishment']","99 Stanton Street, New York",OPERATIONAL,,5.0,2.0,,,https://www.google.com/maps/place/?q=place_id:ChIJKziSyK5ZwokRxpbxmioxldU
